QT_TOTAL_HIT_PAYWALL,DIASNAVEGADOS,NOTICIASLIDAS,VISITAS_CAPA,USOU_APP,PERFIL,PES_GENERO,ATR_PF_GEO_RENDA_FAM,IDADE
24,16,0,20,SIM,PROSPECT ,F,DE 4SM ATE 8SM,46.0
32,15,0,66,SIM,PROSPECT ,M,DE 3SM ATE 4SM,51.0
92,11,6,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,69.0
0,2,2,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,44.0
14,4,3,5,SIM,PROSPECT ,F,DE 4SM ATE 8SM,25.0
0,5,6,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,34.0
0,3,1,0,NAO,PROSPECT ,M,DE 14SM ATE 25SM,47.0
0,2,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,30.0
6,11,11,4,NAO,PROSPECT ,M,DE 4SM ATE 8SM,40.0
0,5,7,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,36.0
19,39,21,93,NAO,PROSPECT ,F,DE 3SM ATE 4SM,46.0
0,54,279,216,NAO,PROSPECT ,F,DE 4SM ATE 8SM,86.0
0,3,4,0,NAO,PROSPECT ,I,DE 4SM ATE 8SM,29.0
0,1,1,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,52.0
0,19,23,5,SIM,PROSPECT ,F,DE 3SM ATE 4SM,18.0
0,6,5,0,NAO,PROSPECT ,I,DE 4SM ATE 8SM,48.0
0,2,1,0,NAO,PROSPECT ,I,DE 3SM ATE 4SM,61.0
0,1,1,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,29.0
70,39,55,173,SIM,PROSPECT ,M,DE 4SM ATE 8SM,51.0
2,9,6,1,NAO,PROSPECT ,M,DE 3SM ATE 4SM,33.0
3,7,0,33,SIM,PROSPECT ,M,DE 3SM ATE 4SM,28.0
28,54,0,233,SIM,PROSPECT ,M,DE 3SM ATE 4SM,35.0
18,17,4,34,SIM,PROSPECT ,M,DE 4SM ATE 8SM,44.0
0,1,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,31.0
0,1,3,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,69.0
0,3,3,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,58.0
4,12,17,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,42.0
194,21,20,10,NAO,PROSPECT ,F,DE 4SM ATE 8SM,62.0
0,9,7,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,38.0
0,2,2,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,56.0
0,22,34,2,NAO,PROSPECT ,M,DE 4SM ATE 8SM,52.0
0,27,6,42,NAO,PROSPECT ,F,DE 4SM ATE 8SM,36.0
0,16,7,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,51.0
0,56,349,23,SIM,PROSPECT ,M,DE 4SM ATE 8SM,71.0
0,7,12,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,43.0
15,34,16,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,61.0
0,59,537,2035,SIM,PROSPECT ,F,DE 4SM ATE 8SM,28.0
0,50,105,328,SIM,PROSPECT ,M,DE 2SM ATE 3SM,42.0
2,3,0,7,SIM,PROSPECT ,M,DE 4SM ATE 8SM,62.0
0,4,3,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,36.0
3,1,0,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,45.0
7,26,42,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,33.0
0,4,3,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,52.0
8,1,0,4,SIM,PROSPECT ,F,DE 3SM ATE 4SM,37.0
38,59,0,828,SIM,PROSPECT ,I,DE 4SM ATE 8SM,48.0
0,1,0,0,NAO,PROSPECT ,M,DE 14SM ATE 25SM,41.0
0,1,2,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,27.0
0,53,135,226,SIM,PROSPECT ,M,DE 4SM ATE 8SM,57.0
1,20,99,79,SIM,PROSPECT ,M,DE 4SM ATE 8SM,36.0
7,15,10,13,SIM,PROSPECT ,M,DE 3SM ATE 4SM,34.0
2,2,0,6,SIM,PROSPECT ,M,DE 4SM ATE 8SM,54.0
32,21,0,42,SIM,PROSPECT ,M,DE 4SM ATE 8SM,66.0
6,22,40,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,75.0
0,1,1,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,33.0
0,1,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,29.0
16,12,0,52,SIM,PROSPECT ,M,DE 8SM ATE 14SM,33.0
1,1,1,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,86.0
12,15,10,29,NAO,PROSPECT ,F,DE 4SM ATE 8SM,31.0
0,13,10,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,30.0
0,1,1,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,39.0
46,29,10,0,NAO,PROSPECT ,M,ACIMA DE 25SM,42.0
2,3,0,33,SIM,PROSPECT ,M,DE 4SM ATE 8SM,45.0
2,6,6,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,47.0
1,5,5,0,NAO,PROSPECT ,F,DE 14SM ATE 25SM,60.0
0,1,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,29.0
0,1,0,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,53.0
10,55,251,526,SIM,PROSPECT ,F,DE 4SM ATE 8SM,66.0
0,1,2,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,68.0
0,11,3,1,NAO,PROSPECT ,M,DE 3SM ATE 4SM,56.0
6,30,54,0,NAO,PROSPECT ,F,DE 14SM ATE 25SM,38.0
4,3,3,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,50.0
0,11,12,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,32.0
1,17,0,126,SIM,PROSPECT ,M,DE 3SM ATE 4SM,42.0
52,30,12,20,NAO,PROSPECT ,F,DE 4SM ATE 8SM,41.0
0,2,3,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,34.0
0,4,0,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,31.0
0,6,8,2,NAO,PROSPECT ,F,DE 14SM ATE 25SM,66.0
0,1,0,2,SIM,PROSPECT ,M,DE 4SM ATE 8SM,44.0
0,4,4,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,32.0
0,1,0,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,58.0
0,3,4,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,46.0
6,51,272,454,SIM,PROSPECT ,M,DE 4SM ATE 8SM,41.0
19,19,10,1,SIM,PROSPECT ,F,DE 4SM ATE 8SM,44.0
1,2,2,0,NAO,PROSPECT ,F,DE 14SM ATE 25SM,40.0
0,7,0,22,SIM,PROSPECT ,M,DE 4SM ATE 8SM,39.0
0,3,2,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,48.0
9,35,3,205,SIM,PROSPECT ,M,DE 3SM ATE 4SM,41.0
0,3,2,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,41.0
3,8,8,1,NAO,PROSPECT ,M,DE 4SM ATE 8SM,71.0
17,1,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,34.0
0,6,6,1,NAO,PROSPECT ,M,DE 4SM ATE 8SM,64.0
0,1,1,0,NAO,PROSPECT ,M,DE 14SM ATE 25SM,37.0
10,19,24,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,36.0
0,2,0,2,NAO,PROSPECT ,M,DE 8SM ATE 14SM,42.0
5,17,23,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,70.0
4,12,15,26,NAO,PROSPECT ,F,DE 14SM ATE 25SM,41.0
0,4,4,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,46.0
30,38,3,207,SIM,PROSPECT ,F,DE 3SM ATE 4SM,68.0
50,25,22,44,NAO,PROSPECT ,M,DE 4SM ATE 8SM,73.0
0,3,2,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,40.0
0,55,116,210,NAO,PROSPECT ,M,DE 3SM ATE 4SM,61.0
21,20,9,2,NAO,PROSPECT ,M,DE 4SM ATE 8SM,64.0
0,3,2,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,46.0
0,1,2,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,70.0
0,60,268,360,SIM,PROSPECT ,M,DE 14SM ATE 25SM,42.0
0,5,6,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,42.0
8,58,2,464,SIM,PROSPECT ,M,DE 4SM ATE 8SM,42.0
0,12,8,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,38.0
0,1,0,2,NAO,PROSPECT ,F,DE 4SM ATE 8SM,59.0
0,4,5,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,52.0
0,28,130,83,SIM,PROSPECT ,F,DE 4SM ATE 8SM,61.0
2,4,6,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,42.0
10,12,9,10,NAO,PROSPECT ,M,DE 2SM ATE 3SM,32.0
0,3,3,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,37.0
0,1,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,51.0
0,2,2,0,NAO,PROSPECT ,M,DE 14SM ATE 25SM,34.0
0,2,2,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,47.0
1,3,5,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,38.0
0,11,8,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,38.0
15,21,15,1,NAO,PROSPECT ,M,DE 4SM ATE 8SM,44.0
0,13,11,14,SIM,PROSPECT ,F,DE 8SM ATE 14SM,26.0
4,41,6,260,SIM,PROSPECT ,M,DE 4SM ATE 8SM,34.0
2,5,6,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,37.0
1,20,7,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,44.0
6,17,26,0,NAO,PROSPECT ,M,DE 14SM ATE 25SM,56.0
0,3,2,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,41.0
0,3,0,5,NAO,PROSPECT ,M,DE 4SM ATE 8SM,28.0
0,37,58,103,SIM,PROSPECT ,F,DE 4SM ATE 8SM,46.0
0,2,3,1,NAO,PROSPECT ,F,DE 3SM ATE 4SM,31.0
2,32,16,52,NAO,PROSPECT ,M,DE 8SM ATE 14SM,58.0
0,1,2,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,75.0
8,48,984,122,SIM,PROSPECT ,F,DE 14SM ATE 25SM,67.0
6,2,0,1,SIM,PROSPECT ,M,DE 8SM ATE 14SM,72.0
0,1,1,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,38.0
0,4,1,5,NAO,PROSPECT ,M,DE 3SM ATE 4SM,24.0
11,14,19,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,47.0
0,1,0,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,51.0
0,1,2,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,51.0
0,53,386,148,SIM,PROSPECT ,I,DE 3SM ATE 4SM,42.0
7,22,37,16,SIM,PROSPECT ,M,DE 4SM ATE 8SM,91.0
0,2,2,0,NAO,PROSPECT ,M,DE 2SM ATE 3SM,38.0
0,1,1,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,97.0
0,2,3,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,47.0
0,2,2,0,NAO,PROSPECT ,F,DE 14SM ATE 25SM,63.0
2,36,58,124,SIM,PROSPECT ,F,DE 4SM ATE 8SM,56.0
2,9,8,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,58.0
1,5,5,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,60.0
0,2,2,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,45.0
22,21,16,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,61.0
0,4,3,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,35.0
10,43,0,411,SIM,PROSPECT ,F,DE 14SM ATE 25SM,43.0
4,11,4,12,SIM,PROSPECT ,M,DE 8SM ATE 14SM,49.0
10,3,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,46.0
0,37,79,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,29.0
0,56,266,446,SIM,PROSPECT ,M,DE 4SM ATE 8SM,52.0
40,13,6,3,NAO,PROSPECT ,M,DE 4SM ATE 8SM,37.0
0,7,10,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,29.0
0,4,1,2,NAO,PROSPECT ,M,DE 4SM ATE 8SM,70.0
0,1,1,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,45.0
6,5,10,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,40.0
0,1,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,60.0
4,10,3,8,NAO,PROSPECT ,F,DE 4SM ATE 8SM,45.0
6,2,0,1,NAO,PROSPECT ,F,DE 4SM ATE 8SM,40.0
0,60,604,934,SIM,PROSPECT ,M,DE 3SM ATE 4SM,53.0
4,1,1,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,37.0
0,3,2,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,39.0
42,60,0,325,SIM,PROSPECT ,M,DE 3SM ATE 4SM,33.0
0,8,0,24,SIM,PROSPECT ,M,DE 8SM ATE 14SM,46.0
0,5,2,6,NAO,PROSPECT ,F,DE 8SM ATE 14SM,44.0
0,4,2,3,NAO,PROSPECT ,M,DE 4SM ATE 8SM,40.0
1,52,255,342,SIM,PROSPECT ,F,DE 8SM ATE 14SM,48.0
0,3,2,1,NAO,PROSPECT ,M,DE 3SM ATE 4SM,36.0
0,9,8,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,40.0
0,3,3,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,27.0
0,10,4,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,42.0
0,4,3,1,NAO,PROSPECT ,F,DE 4SM ATE 8SM,38.0
0,3,3,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,52.0
0,5,6,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,44.0
2,41,33,49,NAO,PROSPECT ,M,DE 4SM ATE 8SM,38.0
0,4,5,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,40.0
0,19,58,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,32.0
6,8,5,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,63.0
4,4,0,3,SIM,PROSPECT ,M,DE 4SM ATE 8SM,27.0
6,57,290,749,SIM,PROSPECT ,F,DE 8SM ATE 14SM,70.0
34,32,0,180,SIM,PROSPECT ,M,DE 4SM ATE 8SM,61.0
2,10,7,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,42.0
0,6,4,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,73.0
0,13,25,0,NAO,PROSPECT ,M,DE 14SM ATE 25SM,49.0
0,57,413,573,SIM,PROSPECT ,F,DE 3SM ATE 4SM,43.0
0,3,1,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,38.0
2,2,4,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,27.0
13,21,35,2,NAO,PROSPECT ,M,DE 4SM ATE 8SM,39.0
0,4,6,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,44.0
0,20,1,40,NAO,PROSPECT ,M,DE 4SM ATE 8SM,39.0
0,6,6,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,39.0
2,5,0,7,SIM,PROSPECT ,M,DE 4SM ATE 8SM,43.0
0,45,107,4,NAO,PROSPECT ,F,DE 4SM ATE 8SM,46.0
0,10,10,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,34.0
2,8,0,22,SIM,PROSPECT ,M,DE 3SM ATE 4SM,41.0
0,55,349,88,SIM,PROSPECT ,M,DE 4SM ATE 8SM,47.0
2,1,0,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,36.0
0,1,1,2,NAO,PROSPECT ,M,DE 3SM ATE 4SM,32.0
0,54,247,174,NAO,PROSPECT ,M,DE 4SM ATE 8SM,40.0
0,2,2,0,NAO,PROSPECT ,F,DE 14SM ATE 25SM,39.0
0,2,3,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,36.0
0,2,2,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,40.0
3,1,1,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,51.0
0,2,0,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,38.0
0,1,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,29.0
8,2,5,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,42.0
0,2,1,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,32.0
0,35,7,64,NAO,PROSPECT ,M,DE 4SM ATE 8SM,35.0
0,15,5,2,NAO,PROSPECT ,M,DE 4SM ATE 8SM,38.0
0,2,2,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,57.0
0,4,5,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,32.0
58,48,0,224,SIM,PROSPECT ,M,DE 4SM ATE 8SM,71.0
30,14,12,2,NAO,PROSPECT ,M,DE 4SM ATE 8SM,42.0
0,10,5,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,67.0
0,3,1,8,SIM,PROSPECT ,M,DE 4SM ATE 8SM,71.0
30,11,14,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,54.0
0,12,17,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,30.0
0,11,4,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,44.0
19,43,8,134,NAO,PROSPECT ,M,DE 4SM ATE 8SM,77.0
0,13,15,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,31.0
4,20,22,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,28.0
0,3,3,2,NAO,PROSPECT ,M,DE 8SM ATE 14SM,61.0
0,5,8,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,36.0
4,14,0,21,SIM,PROSPECT ,M,DE 14SM ATE 25SM,39.0
4,33,0,334,SIM,PROSPECT ,F,DE 4SM ATE 8SM,29.0
47,55,24,186,NAO,PROSPECT ,F,DE 8SM ATE 14SM,66.0
0,27,221,5,NAO,PROSPECT ,M,DE 4SM ATE 8SM,30.0
0,1,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,42.0
0,4,4,2,NAO,PROSPECT ,F,DE 4SM ATE 8SM,62.0
0,10,12,56,SIM,PROSPECT ,M,DE 14SM ATE 25SM,39.0
0,6,7,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,44.0
7,5,0,31,SIM,PROSPECT ,F,DE 4SM ATE 8SM,44.0
84,24,12,3,NAO,PROSPECT ,F,DE 4SM ATE 8SM,58.0
45,39,16,120,NAO,PROSPECT ,M,DE 4SM ATE 8SM,42.0
894,40,206,69,NAO,PROSPECT ,F,DE 4SM ATE 8SM,36.0
0,5,4,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,48.0
0,18,37,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,41.0
0,3,0,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,58.0
0,2,4,0,NAO,PROSPECT ,M,ACIMA DE 25SM,40.0
0,6,0,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,46.0
43,48,0,362,SIM,PROSPECT ,M,DE 4SM ATE 8SM,57.0
0,57,214,447,SIM,PROSPECT ,F,ACIMA DE 25SM,44.0
12,7,13,1,NAO,PROSPECT ,M,DE 4SM ATE 8SM,42.0
1,19,46,1,NAO,PROSPECT ,M,DE 3SM ATE 4SM,66.0
0,1,0,0,NAO,PROSPECT ,M,DE 2SM ATE 3SM,84.0
0,11,12,1,NAO,PROSPECT ,M,DE 3SM ATE 4SM,32.0
1,6,5,3,NAO,PROSPECT ,F,DE 3SM ATE 4SM,72.0
8,13,12,4,NAO,PROSPECT ,F,DE 4SM ATE 8SM,35.0
3,6,5,3,NAO,PROSPECT ,M,DE 8SM ATE 14SM,35.0
0,20,28,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,51.0
78,30,30,38,SIM,PROSPECT ,M,DE 4SM ATE 8SM,34.0
0,1,0,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,54.0
0,60,426,187,NAO,PROSPECT ,F,DE 8SM ATE 14SM,40.0
4,2,5,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,35.0
0,1,1,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,32.0
2,12,7,15,NAO,PROSPECT ,F,DE 4SM ATE 8SM,37.0
2,35,9,63,NAO,PROSPECT ,I,DE 8SM ATE 14SM,78.0
0,2,2,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,48.0
0,13,15,5,NAO,PROSPECT ,F,ACIMA DE 25SM,39.0
0,4,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,39.0
0,2,0,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,61.0
2,13,23,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,42.0
0,3,4,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,40.0
0,55,314,18,NAO,PROSPECT ,F,DE 4SM ATE 8SM,52.0
0,6,6,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,36.0
0,26,69,9,NAO,PROSPECT ,M,DE 14SM ATE 25SM,62.0
0,2,2,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,40.0
2,5,4,14,SIM,PROSPECT ,F,DE 3SM ATE 4SM,57.0
3,32,42,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,63.0
0,55,116,352,SIM,PROSPECT ,M,DE 3SM ATE 4SM,61.0
8,25,36,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,50.0
0,1,0,1,NAO,PROSPECT ,F,DE 4SM ATE 8SM,34.0
0,2,3,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,47.0
0,5,3,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,36.0
0,13,20,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,38.0
0,10,19,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,34.0
0,2,0,6,SIM,PROSPECT ,M,DE 2SM ATE 3SM,73.0
0,1,1,0,NAO,PROSPECT ,M,ACIMA DE 25SM,62.0
167,60,0,2963,SIM,PROSPECT ,M,DE 4SM ATE 8SM,64.0
1,18,0,37,SIM,PROSPECT ,M,DE 8SM ATE 14SM,39.0
0,34,98,136,SIM,PROSPECT ,M,DE 4SM ATE 8SM,69.0
0,3,4,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,40.0
0,3,0,3,NAO,PROSPECT ,M,DE 8SM ATE 14SM,31.0
36,31,35,36,SIM,PROSPECT ,M,DE 8SM ATE 14SM,58.0
0,6,6,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,57.0
0,3,4,1,NAO,PROSPECT ,F,DE 4SM ATE 8SM,77.0
0,11,18,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,36.0
0,2,2,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,34.0
12,11,9,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,58.0
0,1,1,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,40.0
26,19,9,2,NAO,PROSPECT ,F,DE 4SM ATE 8SM,34.0
32,20,16,0,NAO,PROSPECT ,M,DE 14SM ATE 25SM,42.0
0,57,87,391,SIM,PROSPECT ,M,DE 4SM ATE 8SM,39.0
10,54,6,131,NAO,PROSPECT ,M,DE 4SM ATE 8SM,52.0
0,23,0,55,SIM,PROSPECT ,M,DE 3SM ATE 4SM,48.0
8,8,17,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,47.0
8,5,0,8,SIM,PROSPECT ,M,DE 4SM ATE 8SM,87.0
0,10,9,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,42.0
0,1,0,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,62.0
0,19,33,6,NAO,PROSPECT ,F,DE 4SM ATE 8SM,52.0
141,35,0,223,SIM,PROSPECT ,I,DE 4SM ATE 8SM,68.0
0,6,4,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,36.0
76,23,14,4,NAO,PROSPECT ,M,DE 14SM ATE 25SM,56.0
7,7,0,20,SIM,PROSPECT ,M,DE 8SM ATE 14SM,64.0
2,4,6,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,46.0
0,2,2,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,38.0
3,10,2,30,SIM,PROSPECT ,M,DE 3SM ATE 4SM,32.0
7,5,3,10,NAO,PROSPECT ,M,DE 14SM ATE 25SM,65.0
0,24,38,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,83.0
0,1,0,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,45.0
0,23,13,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,71.0
0,51,102,106,NAO,PROSPECT ,M,DE 4SM ATE 8SM,62.0
0,1,1,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,46.0
28,17,6,29,SIM,PROSPECT ,M,DE 4SM ATE 8SM,33.0
5,2,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,40.0
0,11,6,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,58.0
0,60,334,206,SIM,PROSPECT ,F,DE 8SM ATE 14SM,51.0
0,1,1,0,NAO,PROSPECT ,M,ACIMA DE 25SM,45.0
9,10,11,3,NAO,PROSPECT ,M,DE 4SM ATE 8SM,29.0
0,13,6,0,NAO,PROSPECT ,F,ACIMA DE 25SM,33.0
6,3,4,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,25.0
0,38,58,0,NAO,PROSPECT ,M,DE 2SM ATE 3SM,48.0
1,12,17,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,47.0
0,21,36,0,NAO,PROSPECT ,M,DE 14SM ATE 25SM,41.0
1,10,2,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,78.0
0,1,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,61.0
24,10,3,20,SIM,PROSPECT ,M,DE 4SM ATE 8SM,61.0
1,12,16,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,36.0
6,12,0,47,SIM,PROSPECT ,M,DE 3SM ATE 4SM,32.0
0,8,8,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,40.0
0,1,1,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,49.0
0,3,0,4,NAO,PROSPECT ,M,DE 4SM ATE 8SM,40.0
8,9,0,11,SIM,PROSPECT ,M,DE 4SM ATE 8SM,39.0
9,1,4,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,38.0
0,1,1,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,37.0
0,1,0,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,62.0
6,7,0,22,SIM,PROSPECT ,M,DE 4SM ATE 8SM,45.0
6,8,6,1,NAO,PROSPECT ,M,DE 3SM ATE 4SM,25.0
0,44,3,1,NAO,PROSPECT ,F,DE 4SM ATE 8SM,55.0
0,3,5,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,59.0
2,2,0,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,85.0
0,12,27,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,65.0
5,17,0,91,SIM,PROSPECT ,M,DE 14SM ATE 25SM,36.0
